customer_id,age,income,tenure_months,policy_type,monthly_premium,claim_count,customer_service_calls,late_payments,satisfaction_score,discount_received,churned,annual_revenue
72,67,48521.31,42,Auto,132.12,1,1,1,8,0,0,1585.44
73,57,91782.22,108,Auto,62.91,1,0,0,1,0,0,754.92
74,21,83052.22,34,Home,152.64,1,2,1,4,0,0,1831.6799999999998
75,19,59461.92,42,Home,160.17,1,2,0,7,0,0,1922.04
76,23,89939.72,20,Life,73.98,1,2,0,3,1,0,887.76
77,71,41629.46,97,Auto,124.2,0,1,1,7,1,0,1490.4
78,59,38637.77,68,Auto,135.5,0,1,0,5,1,0,1626.0
79,21,83999.13,45,Home,158.83,0,0,1,10,1,0,1905.96
80,71,77752.15,108,Renters,173.53,0,1,1,9,0,0,2082.36
81,46,54874.21,75,Life,110.85,0,1,0,8,1,0,1330.1999999999998
82,35,40019.86,42,Renters,144.06,2,2,0,3,0,0,1728.72
83,43,97114.1,47,Auto,160.82,1,2,1,4,0,0,1929.84
84,61,27157.74,5,Home,126.82,0,1,1,7,0,0,1521.84
85,51,51834.63,89,Renters,116.03,1,3,0,2,0,0,1392.3600000000001
86,27,70028.68,49,Home,167.07,1,1,0,10,0,0,2004.84
87,53,104647.63,37,Auto,127.0,0,2,0,6,0,0,1524.0
88,31,73428.2,34,Auto,81.13,0,0,0,9,1,0,973.56
89,48,75566.7,73,Auto,196.79,2,2,0,9,1,0,2361.48
90,65,52473.56,70,Renters,86.12,1,0,0,6,0,0,1033.44
91,32,77506.56,18,Auto,130.75,1,1,2,6,0,0,1569.0
92,25,67316.81,78,Auto,149.48,0,3,0,6,0,0,1793.7599999999998
93,31,30053.78,19,Auto,155.48,1,1,1,10,0,0,1865.7599999999998
94,40,82444.57,78,Home,142.63,0,2,1,6,0,0,1711.56
95,74,86348.65,40,Auto,40.0,2,0,1,3,1,0,480.0
96,57,82674.03,17,Home,103.39,0,0,0,4,0,0,1240.68
97,38,65733.21,60,Auto,148.33,0,3,0,6,0,0,1779.96
98,33,43964.11,99,Auto,130.09,2,2,1,10,1,0,1561.08
99,62,20000.0,93,Home,158.02,2,1,0,1,0,0,1896.2400000000002
100,35,68455.18,42,Auto,180.97,1,2,0,1,0,0,2171.64
101,64,88802.73,81,Auto,157.8,1,1,0,7,0,0,1893.6000000000001
102,70,86901.71,107,Auto,102.19,2,1,0,1,0,0,1226.28
103,41,82953.6,72,Renters,110.77,1,1,0,5,1,0,1329.24
104,43,63367.36,65,Home,208.41,0,0,0,10,1,0,2500.92
105,42,88924.21,109,Auto,126.94,0,1,0,8,0,0,1523.28
106,62,85331.56,53,Auto,130.71,0,3,1,6,0,0,1568.52
107,58,55702.06,100,Life,157.94,1,1,1,3,1,0,1895.28
108,46,79885.16,7,Home,190.67,1,1,0,2,0,1,2288.04
109,32,53208.9,110,Auto,94.44,0,3,0,2,0,0,1133.28
110,62,76880.53,5,Renters,112.67,0,2,0,4,1,1,1352.04
111,18,36419.43,24,Renters,62.82,1,0,0,9,1,0,753.84
112,42,38111.34,28,Renters,121.66,0,2,0,9,1,0,1459.92
113,24,88280.56,62,Home,160.54,3,3,0,1,0,1,1926.48
114,26,85626.32,107,Auto,118.61,0,1,0,5,0,0,1423.32
115,41,78939.45,17,Auto,214.19,2,2,0,9,1,0,2570.2799999999997
116,18,66935.31,101,Life,140.23,0,1,0,4,0,0,1682.7599999999998
117,61,20000.0,20,Home,130.4,0,0,0,7,0,0,1564.8000000000002
118,25,63352.73,3,Auto,119.15,0,1,1,6,0,1,1429.8000000000002
119,41,74992.03,37,Life,73.81,1,3,0,4,0,0,885.72
120,28,53235.87,90,Life,130.94,1,2,0,10,0,0,1571.28
121,68,49325.13,15,Life,151.13,1,2,0,7,0,0,1813.56
122,34,96777.25,51,Renters,129.69,1,2,1,7,0,0,1556.28
123,25,63673.64,48,Life,145.4,1,1,0,2,0,1,1744.8000000000002
124,52,75005.49,8,Auto,104.82,0,0,0,7,0,0,1257.84
125,52,82030.89,13,Renters,78.99,1,1,0,9,0,0,947.8799999999999
126,50,42968.38,48,Renters,130.22,3,1,2,6,0,0,1562.6399999999999
127,22,69250.56,3,Auto,144.93,0,3,0,6,0,1,1739.16
128,59,94032.18,65,Auto,127.41,1,1,1,6,0,0,1528.92
129,56,105022.91,73,Life,144.16,0,2,1,2,0,0,1729.92
130,58,65878.6,31,Auto,169.95,1,1,0,6,0,0,2039.3999999999999
131,45,59765.24,105,Renters,169.78,2,0,1,6,0,0,2037.3600000000001
132,24,70918.53,118,Auto,173.58,0,1,0,9,0,0,2082.96
133,26,70360.02,26,Auto,180.24,0,3,0,2,1,0,2162.88
134,25,95508.68,81,Home,157.37,0,1,0,9,0,0,1888.44
135,29,43079.38,56,Auto,151.03,0,1,2,5,1,0,1812.3600000000001
136,51,58842.79,34,Home,222.43,0,1,0,9,1,0,2669.16
137,50,40422.89,9,Home,170.26,0,4,0,10,0,1,2043.12
138,65,42733.91,62,Auto,96.97,1,0,0,10,0,0,1163.6399999999999
139,72,73284.63,115,Auto,51.16,1,2,0,2,0,0,613.92
140,40,82816.87,13,Auto,124.15,0,2,0,5,0,0,1489.8000000000002
141,41,50713.38,69,Auto,163.11,2,0,1,2,1,0,1957.3200000000002
142,54,81986.09,41,Renters,178.15,1,2,0,5,1,0,2137.8
143,52,89454.73,77,Auto,78.73,0,0,0,7,0,0,944.76
144,61,107563.53,1,Auto,167.82,2,3,0,7,0,1,2013.84
145,57,66534.43,89,Home,186.06,3,1,0,7,0,0,2232.7200000000003
146,39,50925.18,47,Auto,162.39,1,0,0,5,0,1,1948.6799999999998
147,44,42945.62,4,Auto,153.71,0,1,0,7,0,0,1844.52
148,52,40760.55,100,Auto,129.02,0,1,0,6,0,0,1548.2400000000002
149,18,92495.18,63,Renters,114.3,3,1,0,7,0,0,1371.6
150,52,31667.9,52,Life,170.35,1,1,0,5,1,1,2044.1999999999998
151,54,91790.47,10,Renters,161.25,0,3,0,2,1,1,1935.0
152,64,45894.3,28,Auto,120.28,1,0,0,9,0,0,1443.3600000000001
153,31,49925.46,6,Auto,249.39,1,0,0,2,0,1,2992.68
154,20,61665.78,27,Home,67.06,0,1,0,3,0,0,804.72
155,18,49519.6,12,Renters,124.55,1,4,0,9,1,0,1494.6
156,22,85503.55,62,Life,100.29,0,2,0,2,0,0,1203.48
157,43,104893.57,52,Auto,152.29,0,1,0,8,0,0,1827.48
158,72,50536.49,48,Auto,47.3,4,1,0,3,1,0,567.5999999999999
159,31,55490.77,67,Home,192.12,1,0,0,6,0,0,2305.44
160,56,61406.94,46,Renters,180.25,1,1,0,9,0,0,2163.0
161,44,76903.25,97,Renters,147.03,1,2,0,10,1,0,1764.3600000000001
162,26,61623.35,74,Home,121.04,0,0,1,10,0,0,1452.48
163,32,95519.66,95,Life,167.23,1,2,1,3,1,0,2006.7599999999998
164,32,90225.73,15,Home,149.79,2,1,0,9,1,0,1797.48
165,43,38919.83,71,Life,177.84,2,2,2,7,0,0,2134.08
166,59,76461.3,36,Life,129.49,2,3,0,5,1,0,1553.88
167,30,98447.46,14,Renters,126.83,0,2,0,8,0,0,1521.96
168,68,54114.82,112,Auto,183.5,0,4,1,6,1,0,2202.0
169,49,58526.17,78,Auto,163.51,0,0,0,7,0,0,1962.12
170,56,53383.19,3,Home,127.17,0,2,0,3,1,1,1526.04
171,66,53844.34,113,Home,151.55,1,1,0,10,0,0,1818.6000000000001
172,69,28294.07,117,Renters,143.32,1,3,1,6,0,0,1719.84
173,49,35777.07,110,Auto,156.02,0,5,0,3,1,0,1872.2400000000002
174,21,66704.42,114,Auto,192.13,2,1,0,7,0,0,2305.56
175,47,98299.16,67,Renters,119.26,0,2,1,10,0,0,1431.1200000000001
176,54,51506.06,86,Auto,106.0,1,1,0,6,0,0,1272.0
177,40,50859.34,19,Auto,147.32,0,3,0,10,0,0,1767.84
178,56,102433.46,99,Auto,110.86,0,0,0,8,0,0,1330.32
179,62,40618.34,76,Home,94.01,1,0,1,8,1,0,1128.1200000000001
180,32,28452.65,54,Auto,179.71,1,0,0,6,0,0,2156.52
181,60,46772.66,69,Renters,122.08,1,0,1,2,0,0,1464.96
182,46,50418.74,10,Auto,50.94,0,2,0,10,1,0,611.28
183,53,26556.03,105,Life,173.13,0,4,1,10,0,0,2077.56
184,30,62183.08,33,Home,115.28,0,0,0,6,1,0,1383.3600000000001
185,49,85865.82,13,Auto,161.0,1,0,0,1,0,0,1932.0
186,24,36708.99,99,Auto,183.75,3,2,0,6,0,1,2205.0
187,68,66926.72,51,Auto,143.53,1,3,1,6,0,1,1722.3600000000001
188,39,73710.58,32,Home,43.4,1,0,1,6,0,0,520.8
189,45,63165.55,75,Auto,46.63,1,1,1,9,0,0,559.5600000000001
190,19,69085.24,112,Auto,104.74,3,1,0,4,0,0,1256.8799999999999
191,59,69341.2,102,Home,132.44,0,1,1,7,0,0,1589.28
192,62,47119.98,24,Auto,189.01,0,0,0,3,0,0,2268.12
193,74,97968.82,35,Auto,148.11,2,4,3,8,1,0,1777.3200000000002
194,70,92450.65,83,Renters,252.78,0,2,0,2,0,1,3033.36
195,23,91178.05,70,Life,67.89,0,0,0,2,0,0,814.6800000000001
196,45,87300.87,40,Auto,140.46,0,1,0,5,0,0,1685.52
197,45,30350.45,54,Auto,114.95,1,0,0,1,0,1,1379.4
198,61,85373.37,109,Life,145.56,0,0,0,1,0,0,1746.72
199,61,79423.23,44,Auto,213.83,1,2,0,3,0,1,2565.96
200,37,31196.48,62,Life,216.67,0,2,0,6,0,0,2600.04
201,47,60271.97,106,Auto,137.45,2,3,0,10,0,0,1649.3999999999999
202,28,71089.46,99,Renters,173.77,2,1,0,6,0,0,2085.2400000000002
203,72,101614.98,68,Auto,144.7,0,0,1,8,1,0,1736.3999999999999
204,45,80943.92,33,Life,86.61,0,1,0,7,0,0,1039.32
205,42,45979.55,77,Auto,135.64,1,0,0,1,0,0,1627.6799999999998
206,56,102298.55,56,Home,112.27,0,2,0,1,0,0,1347.24
207,50,65963.15,36,Auto,132.18,1,0,0,4,1,0,1586.16
208,18,59371.49,54,Auto,96.66,1,2,1,1,0,0,1159.92
209,74,57803.4,107,Renters,141.98,1,0,1,1,0,0,1703.7599999999998
210,44,29281.78,19,Home,148.75,0,2,0,10,0,0,1785.0
211,74,62585.07,43,Life,166.69,0,1,0,1,0,0,2000.28
212,69,75944.68,12,Auto,148.94,1,0,1,3,0,0,1787.28
213,30,56521.57,11,Renters,208.56,2,0,1,10,0,0,2502.7200000000003
214,58,74249.95,70,Auto,233.65,0,2,0,2,0,0,2803.8
215,20,45983.4,12,Life,116.8,2,1,0,10,1,0,1401.6
216,56,61899.59,91,Life,178.65,3,1,0,8,1,0,2143.8
217,23,71963.89,41,Auto,230.16,1,4,0,7,1,0,2761.92
218,25,69172.54,25,Renters,179.83,0,1,0,10,0,0,2157.96
219,44,29679.77,106,Renters,167.28,0,3,1,8,1,0,2007.3600000000001
220,26,55341.87,3,Auto,53.02,0,4,0,4,0,0,636.24
221,54,101904.18,3,Home,109.89,1,1,0,9,0,1,1318.68
222,50,54166.19,84,Auto,116.46,0,0,0,5,0,0,1397.52
223,68,65347.77,28,Renters,197.42,0,1,1,7,1,0,2369.04
224,59,63091.37,23,Auto,102.12,0,2,0,4,0,0,1225.44
225,61,99501.27,48,Auto,131.16,2,0,0,1,0,0,1573.92
226,41,93388.1,67,Auto,172.81,1,0,1,8,1,0,2073.7200000000003
227,32,82765.68,42,Home,100.09,2,0,0,9,0,1,1201.08
228,71,43588.67,88,Renters,147.56,1,0,2,9,0,0,1770.72
229,49,72902.03,107,Life,141.69,0,2,0,10,0,0,1700.28
230,49,77494.72,40,Auto,174.47,2,0,2,8,0,0,2093.64
231,41,49630.69,6,Auto,164.65,2,2,0,1,1,1,1975.8000000000002
232,58,45848.62,20,Renters,163.23,0,2,0,3,0,0,1958.7599999999998
233,69,102510.31,11,Home,144.04,1,1,0,5,0,1,1728.48
234,66,58382.33,96,Auto,59.58,0,1,0,7,0,0,714.96
235,66,100529.49,27,Auto,141.28,2,0,0,8,0,0,1695.3600000000001
236,69,86936.06,21,Home,137.49,1,1,1,1,0,1,1649.88
237,29,73973.29,108,Auto,169.49,0,2,1,5,0,0,2033.88
238,56,74955.69,112,Renters,115.97,2,0,0,3,1,0,1391.6399999999999
239,19,34190.77,114,Home,136.88,1,1,0,7,0,0,1642.56
240,20,69549.05,13,Renters,138.3,0,0,0,6,1,0,1659.6000000000001
241,66,96174.45,86,Home,102.94,0,1,0,1,1,0,1235.28
242,54,79989.47,35,Auto,83.1,1,1,0,2,0,0,997.1999999999999
243,66,68395.41,47,Renters,152.21,0,0,1,5,0,0,1826.52
244,73,102662.62,86,Home,180.35,0,1,1,5,0,0,2164.2
245,34,60929.1,28,Auto,106.88,0,2,1,1,0,0,1282.56
246,66,51369.78,21,Home,125.2,0,1,1,4,1,0,1502.4
247,19,68384.3,110,Auto,172.33,1,2,1,9,0,0,2067.96
248,19,81862.28,18,Renters,176.7,0,1,0,9,1,0,2120.3999999999996
249,45,27208.53,31,Home,145.41,1,0,1,5,1,0,1744.92
250,71,71267.11,60,Renters,153.64,0,1,0,7,1,0,1843.6799999999998
251,40,82827.59,110,Auto,158.94,2,3,0,2,0,0,1907.28
252,54,59067.88,37,Auto,167.0,0,2,0,1,0,0,2004.0
253,49,89353.22,21,Life,86.79,0,2,1,2,0,1,1041.48
254,50,79106.11,14,Renters,221.27,1,1,1,4,1,0,2655.2400000000002
255,18,112110.43,89,Auto,147.33,0,2,0,6,0,0,1767.96
256,36,48486.74,91,Auto,167.84,0,0,0,3,1,0,2014.08
257,19,83275.62,104,Auto,100.72,1,1,0,2,0,0,1208.6399999999999
258,70,42618.87,60,Home,126.63,0,1,1,7,0,0,1519.56
259,61,29461.94,23,Renters,151.96,0,1,0,8,0,1,1823.52
260,43,20218.32,95,Renters,53.8,3,0,0,9,0,0,645.5999999999999
261,49,76843.13,111,Home,94.45,0,1,0,10,0,0,1133.4
262,23,69053.45,29,Renters,102.36,0,2,0,8,0,0,1228.32
263,49,54460.88,47,Auto,77.46,1,3,1,2,0,0,929.52
264,72,25982.9,30,Auto,139.77,1,0,0,3,1,0,1677.2400000000002
265,21,49811.49,115,Home,131.67,1,1,1,1,0,0,1580.04
266,72,65090.05,90,Life,199.07,0,2,0,1,1,0,2388.84
267,28,82449.73,84,Renters,84.57,0,1,1,6,1,0,1014.8399999999999
268,73,64636.21,38,Home,145.56,2,0,0,3,0,0,1746.72
269,34,70545.33,83,Home,95.4,2,1,0,4,0,0,1144.8000000000002
270,55,56725.09,27,Life,57.73,0,1,0,10,0,0,692.76
271,41,103482.93,89,Auto,161.45,0,1,0,8,0,0,1937.3999999999999
272,22,42598.51,104,Auto,165.18,0,0,0,5,1,0,1982.16
273,69,49616.76,102,Life,159.85,0,3,0,6,1,0,1918.1999999999998
274,51,54168.12,116,Renters,75.76,0,0,0,9,0,0,909.1200000000001
275,23,76939.5,87,Auto,138.76,3,0,0,2,1,0,1665.12
276,39,42145.08,93,Home,161.88,0,2,0,3,0,0,1942.56
277,28,67985.81,15,Auto,177.85,0,0,0,5,0,1,2134.2
278,65,68628.02,59,Auto,163.27,1,0,2,2,0,0,1959.2400000000002
279,33,49724.12,3,Life,178.43,0,0,1,8,0,1,2141.16
280,50,72259.55,10,Auto,183.03,1,2,0,2,0,0,2196.36
281,26,42828.09,79,Renters,139.72,1,2,0,4,0,0,1676.6399999999999
282,23,40424.37,80,Auto,157.43,0,2,1,3,0,1,1889.16
283,33,67191.33,17,Home,179.99,1,2,0,4,0,0,2159.88
284,46,28485.38,83,Auto,152.56,0,0,0,4,1,0,1830.72
285,20,20000.0,11,Renters,188.95,0,2,0,6,0,1,2267.3999999999996
286,37,76722.33,48,Home,174.35,2,0,0,10,0,0,2092.2
287,53,88077.34,5,Home,106.54,1,1,0,10,0,0,1278.48
288,36,54730.33,69,Auto,76.23,0,1,0,10,0,0,914.76
289,43,50302.45,64,Auto,135.87,0,1,0,9,1,0,1630.44
290,20,87121.77,14,Auto,81.85,1,0,0,3,1,0,982.1999999999999
291,36,39798.16,50,Auto,138.74,3,0,1,1,0,1,1664.88
292,37,35005.8,26,Home,134.67,0,0,0,8,1,0,1616.04
293,49,80568.0,72,Home,193.54,0,0,0,7,0,0,2322.48
294,24,65198.84,69,Home,157.73,0,2,1,2,0,0,1892.7599999999998
295,69,88427.29,7,Home,179.01,1,1,0,5,1,1,2148.12
296,58,20000.0,16,Auto,112.97,3,1,0,10,0,0,1355.6399999999999
297,50,34185.17,55,Auto,203.84,0,3,0,4,1,1,2446.08
298,57,65315.31,78,Auto,175.21,0,1,0,9,1,0,2102.52
299,56,74188.82,101,Renters,154.23,0,2,0,4,0,0,1850.7599999999998
300,35,83633.94,56,Home,53.7,0,0,0,5,0,0,644.4000000000001
301,57,68845.99,105,Auto,188.04,0,2,0,8,0,0,2256.48
302,18,68622.41,4,Auto,214.8,1,1,0,3,1,1,2577.6000000000004
303,28,56433.17,100,Renters,135.51,0,1,1,6,1,0,1626.12
304,45,99999.91,48,Renters,136.43,2,0,4,6,1,0,1637.16
305,74,40733.48,17,Home,111.75,0,1,1,7,0,1,1341.0
306,42,72898.44,111,Auto,61.57,3,0,1,9,1,0,738.84
307,67,43268.21,36,Auto,109.71,1,3,0,3,1,0,1316.52
308,40,76765.13,70,Life,209.67,1,3,1,5,0,0,2516.04
309,48,42185.61,80,Renters,183.56,2,0,1,5,0,0,2202.7200000000003
310,47,81363.95,93,Auto,100.23,1,0,0,5,0,0,1202.76
311,59,67466.31,100,Renters,108.97,0,2,0,6,1,0,1307.6399999999999
312,52,103382.06,38,Renters,231.08,0,1,0,1,0,1,2772.96
313,24,58817.57,101,Auto,89.09,1,2,2,9,0,0,1069.08
314,33,74349.25,112,Auto,102.81,1,0,1,3,0,0,1233.72
315,43,47847.56,62,Auto,115.67,2,0,0,6,1,0,1388.04
316,65,58666.35,48,Auto,73.89,0,0,0,4,1,0,886.6800000000001
317,74,67326.49,10,Renters,110.81,0,3,0,7,1,0,1329.72
318,69,31401.16,105,Auto,111.5,1,2,0,8,0,0,1338.0
319,66,33812.27,36,Renters,94.4,0,0,0,4,1,0,1132.8000000000002
320,19,78196.9,29,Life,194.76,1,1,0,10,0,0,2337.12
321,18,61786.09,78,Auto,82.49,1,1,0,6,1,0,989.8799999999999
322,65,51955.62,4,Home,128.61,0,0,0,10,0,0,1543.3200000000002
323,29,48786.3,44,Renters,95.53,0,0,0,7,1,0,1146.3600000000001
324,22,49633.25,56,Renters,125.55,0,0,1,10,0,0,1506.6
325,54,67476.12,42,Renters,93.44,1,3,0,7,1,0,1121.28
326,49,74790.79,100,Auto,138.42,0,2,1,9,0,0,1661.04
327,72,20000.0,114,Home,149.47,2,1,0,8,0,0,1793.6399999999999
328,26,96082.35,109,Home,198.1,2,3,1,3,0,0,2377.2
329,58,94517.42,13,Life,108.51,1,0,0,4,0,0,1302.1200000000001
330,52,20000.0,46,Auto,207.8,0,0,0,9,0,0,2493.6000000000004
331,36,88890.39,82,Life,98.69,0,1,0,7,0,0,1184.28
332,65,88214.81,33,Auto,124.29,0,0,0,7,0,0,1491.48
333,33,65009.8,21,Life,214.41,0,1,0,1,1,1,2572.92
334,20,36462.29,80,Home,265.63,0,1,1,2,1,1,3187.56
335,37,87335.02,79,Home,210.87,0,1,0,1,0,1,2530.44
336,41,59692.92,118,Home,124.94,2,1,0,4,0,0,1499.28
337,71,77075.33,57,Auto,158.17,1,4,1,4,0,0,1898.04
338,73,113822.43,69,Auto,165.72,1,5,0,5,0,0,1988.6399999999999
339,50,70540.41,70,Auto,150.54,0,0,0,5,1,0,1806.48
340,41,44828.54,102,Auto,89.65,0,2,0,1,0,0,1075.8000000000002
341,69,57613.92,67,Auto,145.56,0,1,0,7,0,0,1746.72
342,28,47632.2,48,Renters,112.24,0,1,0,6,0,0,1346.8799999999999
343,66,74536.77,76,Home,91.42,0,0,0,8,1,0,1097.04
344,25,47266.51,100,Auto,120.99,0,1,0,4,1,0,1451.8799999999999
345,53,54597.27,33,Renters,149.19,0,2,0,1,0,0,1790.28
346,55,36742.53,36,Home,180.06,0,0,0,3,1,0,2160.7200000000003
347,57,62094.09,33,Life,123.57,1,0,0,9,0,0,1482.84
348,37,68888.61,31,Home,131.46,0,2,0,10,0,0,1577.52
349,52,20000.0,21,Auto,171.18,2,3,1,7,1,0,2054.16
350,65,70710.62,27,Home,138.19,1,0,1,2,1,0,1658.28
351,42,63994.59,91,Home,152.17,0,0,0,3,0,0,1826.04
352,52,48170.18,72,Auto,138.51,0,0,1,2,0,0,1662.12
353,42,109629.84,101,Auto,144.12,1,0,0,4,0,0,1729.44
354,46,86086.48,62,Auto,86.44,1,1,0,2,1,0,1037.28
355,35,40879.15,96,Auto,140.5,1,0,0,4,1,0,1686.0
356,63,83441.21,26,Auto,199.25,0,4,1,7,0,1,2391.0
357,35,92378.96,66,Home,142.6,1,1,2,8,1,0,1711.1999999999998
358,19,67904.46,12,Auto,97.48,0,0,0,10,0,0,1169.76
359,71,72951.72,22,Home,201.44,2,1,0,6,0,1,2417.2799999999997
360,52,72443.63,17,Home,167.46,2,0,0,9,0,0,2009.52
361,33,20000.0,7,Auto,169.54,0,1,0,6,0,0,2034.48
362,58,60888.87,107,Auto,168.32,1,2,0,3,0,0,2019.84
363,53,59743.92,68,Auto,84.31,0,2,0,1,0,0,1011.72
364,50,96463.42,37,Auto,164.15,0,1,0,9,0,0,1969.8000000000002
365,21,72342.01,38,Auto,197.31,1,2,0,3,0,0,2367.7200000000003
366,50,58452.56,96,Auto,113.39,1,2,0,1,0,1,1360.68
367,31,63017.26,11,Home,48.21,0,1,0,2,0,0,578.52
368,38,87514.48,1,Home,151.45,1,0,1,3,0,1,1817.3999999999999
369,65,60939.14,25,Auto,136.47,0,0,0,8,0,0,1637.6399999999999
370,37,49639.7,42,Auto,65.36,0,2,1,8,0,0,784.3199999999999
371,73,58934.55,52,Home,162.24,0,0,1,2,1,1,1946.88
372,25,85695.32,24,Renters,158.86,1,3,0,6,0,0,1906.3200000000002
373,24,75915.63,53,Renters,69.02,1,3,0,2,0,0,828.24
374,20,65973.9,107,Home,220.02,0,3,0,7,1,0,2640.2400000000002
375,34,69213.86,56,Auto,168.8,0,2,1,10,0,1,2025.6000000000001
376,50,52685.67,63,Auto,49.94,0,1,0,3,0,0,599.28
